Participant,Method,AppsNumber,Distance,NrErrors
P10,Flipping,2,0,0
P10,Flipping,2,3,0
P10,Flipping,2,3,0
P10,Flipping,2,2,0
P10,Home,1,0,0
P10,Home,1,0,0
P10,Home,1,0,0
P10,Home,1,3,0
P10,Home,1,3,0
P10,Home,1,3,0
P10,Home,1,1,0
P10,Home,1,1,0
P10,Home,1,1,0
P10,Home,1,3,0
P10,Home,1,3,0
P10,Home,1,3,0
P10,Home,1,1,0
P10,Home,1,1,0
P10,Home,1,1,0
P10,Home,1,1,0
P10,Home,1,1,0
P10,Home,1,1,1
P10,Flipping,1,2,1
P10,Flipping,1,2,0
P10,Flipping,1,2,0
P10,Flipping,1,2,0
P10,Flipping,1,2,0
P10,Flipping,1,2,0
P10,Flipping,1,2,0
P10,Flipping,1,2,0
P10,Flipping,1,2,0
P10,Flipping,1,0,0
P10,Flipping,1,0,0
P10,Flipping,1,0,0
P10,Flipping,1,0,0
P10,Flipping,1,0,0
P10,Flipping,1,0,0
P10,Flipping,1,2,0
P10,Flipping,1,2,0
P10,Flipping,1,2,0
P10,Home,2,2,0
P10,Home,2,1,0
P10,Home,2,2,0
P10,Home,2,0,0
P10,Home,2,2,0
P10,Home,2,2,0
P10,Home,2,1,0
P10,Home,2,1,0
P10,Home,2,1,0
P10,Home,2,1,0
P10,Home,2,2,0
P10,Home,2,2,0
P10,Home,2,1,0
P10,Home,2,1,0
P10,Home,2,1,0
P10,Home,2,3,0
P10,Home,2,1,0
P10,Home,2,3,0
P10,RuntimeBar,3,1,0
P10,RuntimeBar,3,3,0
P10,RuntimeBar,3,3,0
P10,RuntimeBar,3,2,0
P10,RuntimeBar,3,2,0
P10,RuntimeBar,3,2,0
P10,RuntimeBar,3,3,0
P10,RuntimeBar,3,1,0
P10,RuntimeBar,3,3,0
P10,RuntimeBar,3,1,0
P10,RuntimeBar,3,1,0
P10,RuntimeBar,3,2,0
P10,RuntimeBar,3,3,0
P10,RuntimeBar,3,1,0
P10,RuntimeBar,3,1,0
P10,RuntimeBar,3,1,0
P10,RuntimeBar,3,1,0
P10,RuntimeBar,3,1,0
P10,Home,3,1,0
P10,Home,3,1,0
P10,Home,3,0,0
P10,Home,3,2,0
P10,Home,3,0,0
P10,Home,3,2,0
P10,Home,3,0,0
P10,Home,3,0,0
P10,Home,3,2,0
P10,Home,3,3,0
P10,Home,3,2,0
P10,Home,3,2,0
P10,Home,3,1,0
P10,Home,3,1,2
P10,Home,3,1,0
P10,Home,3,1,0
P10,Home,3,2,0
P10,Home,3,1,0
P10,RuntimeBar,2,3,0
P10,RuntimeBar,2,3,0
P10,RuntimeBar,2,3,0
P10,RuntimeBar,2,1,0
P10,RuntimeBar,2,2,0
P10,RuntimeBar,2,1,0
P10,RuntimeBar,2,2,0
P10,RuntimeBar,2,0,0
P10,RuntimeBar,2,2,0
P10,RuntimeBar,2,2,0
P10,RuntimeBar,2,2,0
P10,RuntimeBar,2,2,0
P10,RuntimeBar,2,2,0
P10,RuntimeBar,2,2,0
P10,RuntimeBar,2,2,0
P10,RuntimeBar,2,1,0
P10,RuntimeBar,2,1,0
P10,RuntimeBar,2,1,0
P10,RuntimeBar,1,1,0
P10,RuntimeBar,1,1,0
P10,RuntimeBar,1,1,0
P10,RuntimeBar,1,1,0
P10,RuntimeBar,1,1,1
P10,RuntimeBar,1,1,0
P10,RuntimeBar,1,3,0
P10,RuntimeBar,1,3,0
P10,RuntimeBar,1,3,0
P10,RuntimeBar,1,2,0
P10,RuntimeBar,1,2,0
P10,RuntimeBar,1,2,0
P10,RuntimeBar,1,2,0
P10,RuntimeBar,1,2,0
P10,RuntimeBar,1,2,0
P10,RuntimeBar,1,0,0
P10,RuntimeBar,1,0,0
P10,RuntimeBar,1,0,0
P11,TapNFlip,2,1,0
P11,TapNFlip,2,1,0
P11,TapNFlip,2,0,0
P11,TapNFlip,2,3,0
P11,TapNFlip,2,2,0
P11,TapNFlip,2,3,0
P11,TapNFlip,2,2,0
P11,TapNFlip,2,2,0
P11,TapNFlip,2,2,0
P11,TapNFlip,2,3,0
P11,TapNFlip,2,3,0
P11,TapNFlip,2,3,0
P11,TapNFlip,2,2,0
P11,TapNFlip,2,2,0
P11,TapNFlip,2,1,0
P11,TapNFlip,2,3,0
P11,TapNFlip,2,0,0
P11,TapNFlip,2,0,0
P11,TapNFlip,3,3,0
P11,TapNFlip,3,2,0
P11,TapNFlip,3,3,0
P11,TapNFlip,3,3,0
P11,TapNFlip,3,3,0
P11,TapNFlip,3,0,0
P11,TapNFlip,3,3,0
P11,TapNFlip,3,1,0
P11,TapNFlip,3,3,0
P11,TapNFlip,3,0,0
P11,TapNFlip,3,0,0
P11,TapNFlip,3,0,0
P11,TapNFlip,3,1,0
P11,TapNFlip,3,1,0
P11,TapNFlip,3,2,0
P11,TapNFlip,3,1,0
P11,TapNFlip,3,0,0
P11,TapNFlip,3,2,0
P11,TapNFlip,1,0,0
P11,TapNFlip,1,0,0
P11,TapNFlip,1,0,0
P11,TapNFlip,1,2,0
P11,TapNFlip,1,2,0
P11,TapNFlip,1,2,0
P11,TapNFlip,1,0,0
P11,TapNFlip,1,0,0
P11,TapNFlip,1,0,0
P11,TapNFlip,1,3,0
P11,TapNFlip,1,3,0
P11,TapNFlip,1,3,0
P11,TapNFlip,1,1,0
P11,TapNFlip,1,1,0
P11,TapNFlip,1,1,0
P11,TapNFlip,1,3,0
P11,TapNFlip,1,3,0
P11,TapNFlip,1,3,0
P11,Home,1,2,0
P11,Home,1,2,0
P11,Home,1,2,0
P11,Home,1,3,0
P11,Home,1,3,0
P11,Home,1,3,0
P11,Home,1,1,0
P11,Home,1,1,0
P11,Home,1,1,0
P11,Home,1,2,0
P11,Home,1,2,0
P11,Home,1,2,0
P11,Home,1,3,0
P11,Home,1,3,0
P11,Home,1,3,0
P11,Home,1,2,0
P11,Home,1,2,0
P11,Home,1,2,0
P11,Flipping,3,3,0
P11,Flipping,3,3,0
P11,Flipping,3,3,0
P11,Flipping,3,2,0
P11,Flipping,3,2,0
P11,Flipping,3,0,0
P11,Flipping,3,0,2
P11,Flipping,3,0,0
P11,Flipping,3,0,0
P11,Flipping,3,1,0
P11,Flipping,3,1,2
P11,Flipping,3,0,0
P11,Flipping,3,3,0
P11,Flipping,3,2,0
P11,Flipping,3,3,0
P11,Flipping,3,2,1
P11,Flipping,3,2,0
P11,Flipping,3,1,0
P11,Home,2,3,0
P11,Home,2,0,0
P11,Home,2,0,0
P11,Home,2,0,0
P11,Home,2,1,0
P11,Home,2,0,0
P11,Home,2,2,0
P11,Home,2,1,0
P11,Home,2,1,0
P11,Home,2,2,0
P11,Home,2,2,0
P11,Home,2,2,0
P11,Home,2,0,0
P11,Home,2,0,0
P11,Home,2,0,0
P11,Home,2,0,0
P11,Home,2,0,0
P11,Home,2,2,0
P11,Flipping,2,1,0
P11,Flipping,2,2,0
P11,Flipping,2,1,1
P11,Flipping,2,2,0
P11,Flipping,2,0,0
P11,Flipping,2,2,0
P11,Flipping,2,2,0
P11,Flipping,2,2,0
P11,Flipping,2,2,0
P11,Flipping,2,0,0
P11,Flipping,2,0,0
P11,Flipping,2,2,0
P11,Flipping,2,2,0
P11,Flipping,2,2,0
P11,Flipping,2,0,0
P11,Flipping,2,0,0
P11,Flipping,2,3,0
P11,Flipping,2,0,0
P11,Home,3,3,0
P11,Home,3,1,0
P11,Home,3,3,0
P11,Home,3,3,0
P11,Home,3,3,0
P11,Home,3,3,0
P11,Home,3,2,0
P11,Home,3,2,0
P11,Home,3,2,0
P11,Home,3,1,0
P11,Home,3,1,0
P11,Home,3,1,0
P11,Home,3,0,0
P11,Home,3,0,0
P11,Home,3,1,0
P11,Home,3,0,0
P11,Home,3,3,0
P11,Home,3,0,0
P11,Flipping,1,0,0
P11,Flipping,1,0,1
P11,Flipping,1,0,0
P11,Flipping,1,3,0
P11,Flipping,1,3,0
P11,Flipping,1,3,0
P11,Flipping,1,3,0
P11,Flipping,1,3,0
P11,Flipping,1,3,0
P11,Flipping,1,0,0
P11,Flipping,1,0,0
P11,Flipping,1,0,0
P11,Flipping,1,2,0
P11,Flipping,1,2,0
P11,Flipping,1,2,0
P11,Flipping,1,3,0
P11,Flipping,1,3,0
P11,Flipping,1,3,0
P11,RuntimeBar,1,0,0
P11,RuntimeBar,1,0,0
P11,RuntimeBar,1,0,0
P11,RuntimeBar,1,1,0
P11,RuntimeBar,1,1,0
P11,RuntimeBar,1,1,0
P11,RuntimeBar,1,2,0
P11,RuntimeBar,1,2,1
P11,RuntimeBar,1,2,0
P11,RuntimeBar,1,0,0
P11,RuntimeBar,1,0,0
P11,RuntimeBar,1,0,0
P11,RuntimeBar,1,2,0
P11,RuntimeBar,1,2,0
P11,RuntimeBar,1,2,0
P11,RuntimeBar,1,2,0
P11,RuntimeBar,1,2,0
P11,RuntimeBar,1,2,0
P11,RuntimeBar,3,3,0
P11,RuntimeBar,3,1,0
P11,RuntimeBar,3,3,0
P11,RuntimeBar,3,1,0
P11,RuntimeBar,3,2,0
P11,RuntimeBar,3,0,0
P11,RuntimeBar,3,0,0
P11,RuntimeBar,3,0,0
P11,RuntimeBar,3,0,0
P11,RuntimeBar,3,2,2
P11,RuntimeBar,3,2,0
P11,RuntimeBar,3,0,0
P11,RuntimeBar,3,0,0
P11,RuntimeBar,3,3,0
P11,RuntimeBar,3,1,0
P11,RuntimeBar,3,3,0
P11,RuntimeBar,3,2,0
P11,RuntimeBar,3,0,0
P11,RuntimeBar,2,1,0
P11,RuntimeBar,2,1,0
P11,RuntimeBar,2,1,0
P11,RuntimeBar,2,3,0
P11,RuntimeBar,2,3,0
P11,RuntimeBar,2,3,0
P11,RuntimeBar,2,3,0
P11,RuntimeBar,2,0,0
P11,RuntimeBar,2,3,0
P11,RuntimeBar,2,0,0
P11,RuntimeBar,2,0,0
P11,RuntimeBar,2,0,0
P11,RuntimeBar,2,3,0
P11,RuntimeBar,2,3,0
P11,RuntimeBar,2,3,0
P11,RuntimeBar,2,0,0
P11,RuntimeBar,2,0,0
P11,RuntimeBar,2,0,0
P12,TapNFlip,3,3,0
P12,TapNFlip,3,3,0
P12,TapNFlip,3,3,0
P12,TapNFlip,3,0,0
P12,TapNFlip,3,3,0
P12,TapNFlip,3,3,0
P12,TapNFlip,3,0,0
P12,TapNFlip,3,0,0
P12,TapNFlip,3,3,0
P12,TapNFlip,3,3,0
P12,TapNFlip,3,2,0
P12,TapNFlip,3,2,0
P12,TapNFlip,3,1,0
P12,TapNFlip,3,1,0
P12,TapNFlip,3,0,0
P12,TapNFlip,3,2,0
P12,TapNFlip,3,3,0
P12,TapNFlip,3,2,0
P12,Home,1,1,0
P12,Home,1,1,0
P12,Home,1,1,0
P12,Home,1,2,0
P12,Home,1,2,0
P12,Home,1,2,0
P12,Home,1,2,0
P12,Home,1,2,0
P12,Home,1,2,0
P12,Home,1,1,0
P12,Home,1,1,0
P12,Home,1,1,0
P12,Home,1,2,0
P12,Home,1,2,0
P12,Home,1,2,0
P12,Home,1,1,0
P12,Home,1,1,0
P12,Home,1,1,0
P12,TapNFlip,2,3,0
P12,TapNFlip,2,3,0
P12,TapNFlip,2,3,0
P12,TapNFlip,2,0,0
P12,TapNFlip,2,0,0
P12,TapNFlip,2,0,0
P12,TapNFlip,2,3,0
P12,TapNFlip,2,3,0
P12,TapNFlip,2,1,0
P12,TapNFlip,2,2,0
P12,TapNFlip,2,2,0
P12,TapNFlip,2,0,0
P12,TapNFlip,2,0,0
P12,TapNFlip,2,0,0
P12,TapNFlip,2,0,0
P12,TapNFlip,2,3,0
P12,TapNFlip,2,3,0
P12,TapNFlip,2,3,0
P12,Home,2,0,0
P12,Home,2,2,0
P12,Home,2,0,0
P12,Home,2,2,0
P12,Home,2,3,0
P12,Home,2,3,0
P12,Home,2,2,0
P12,Home,2,2,0
P12,Home,2,2,0
P12,Home,2,1,0
P12,Home,2,1,0
P12,Home,2,1,0
P12,Home,2,0,0
P12,Home,2,1,0
P12,Home,2,1,0
P12,Home,2,2,0
P12,Home,2,1,0
P12,Home,2,1,0
P12,TapNFlip,1,3,0
P12,TapNFlip,1,3,0
P12,TapNFlip,1,3,0
P12,TapNFlip,1,2,0
P12,TapNFlip,1,2,0
P12,TapNFlip,1,2,0
P12,TapNFlip,1,1,0
P12,TapNFlip,1,1,0
P12,TapNFlip,1,1,0
P12,TapNFlip,1,3,0
P12,TapNFlip,1,3,0
P12,TapNFlip,1,3,0
P12,TapNFlip,1,0,0
P12,TapNFlip,1,0,0
P12,TapNFlip,1,0,0
P12,TapNFlip,1,0,0
P12,TapNFlip,1,0,0
P12,TapNFlip,1,0,0
P12,Home,3,1,0
P12,Home,3,1,0
P12,Home,3,3,0
P12,Home,3,0,0
P12,Home,3,0,0
P12,Home,3,0,0
P12,Home,3,3,0
P12,Home,3,1,0
P12,Home,3,3,0
P12,Home,3,1,0
P12,Home,3,1,0
P12,Home,3,1,0
P12,Home,3,3,0
P12,Home,3,3,0
P12,Home,3,0,0
P12,Home,3,1,0
P12,Home,3,2,0
P12,Home,3,1,0
P12,Flipping,3,1,0
P12,Flipping,3,2,0
P12,Flipping,3,1,0
P12,Flipping,3,3,0
P12,Flipping,3,2,0
P12,Flipping,3,2,0
P12,Flipping,3,3,0
P12,Flipping,3,2,0
P12,Flipping,3,3,0
P12,Flipping,3,1,0
P12,Flipping,3,0,0
P12,Flipping,3,0,0
P12,Flipping,3,1,0
P12,Flipping,3,2,0
P12,Flipping,3,1,0
P12,Flipping,3,2,0
P12,Flipping,3,1,0
P12,Flipping,3,0,0
P12,RuntimeBar,1,0,0
P12,RuntimeBar,1,0,0
P12,RuntimeBar,1,0,0
P12,RuntimeBar,1,1,0
P12,RuntimeBar,1,1,0
P12,RuntimeBar,1,1,0
P12,RuntimeBar,1,0,0
P12,RuntimeBar,1,0,0
P12,RuntimeBar,1,0,0
P12,RuntimeBar,1,2,0
P12,RuntimeBar,1,2,0
P12,RuntimeBar,1,2,0
P12,RuntimeBar,1,1,0
P12,RuntimeBar,1,1,0
P12,RuntimeBar,1,1,0
P12,RuntimeBar,1,2,0
P12,RuntimeBar,1,2,0
P12,RuntimeBar,1,2,0
P12,Flipping,2,3,0
P12,Flipping,2,3,0
P12,Flipping,2,3,0
P12,Flipping,2,1,0
P12,Flipping,2,1,0
P12,Flipping,2,1,0
P12,Flipping,2,0,0
P12,Flipping,2,0,0
P12,Flipping,2,0,0
P12,Flipping,2,1,0
P12,Flipping,2,1,0
P12,Flipping,2,3,0
P12,Flipping,2,0,0
P12,Flipping,2,1,0
P12,Flipping,2,0,0
P12,Flipping,2,0,0
P12,Flipping,2,0,0
P12,Flipping,2,3,0
P12,RuntimeBar,2,1,0
P12,RuntimeBar,2,3,0
P12,RuntimeBar,2,1,0
P12,RuntimeBar,2,0,0
P12,RuntimeBar,2,0,0
P12,RuntimeBar,2,2,0
P12,RuntimeBar,2,1,0
P12,RuntimeBar,2,1,0
P12,RuntimeBar,2,3,0
P12,RuntimeBar,2,1,0
P12,RuntimeBar,2,0,0
P12,RuntimeBar,2,1,0
P12,RuntimeBar,2,0,0
P12,RuntimeBar,2,0,0
P12,RuntimeBar,2,0,0
P12,RuntimeBar,2,0,0
P12,RuntimeBar,2,3,0
P12,RuntimeBar,2,0,0
P12,Flipping,1,2,0
P12,Flipping,1,2,0
P12,Flipping,1,2,0
P12,Flipping,1,0,0
P12,Flipping,1,0,0
P12,Flipping,1,0,0
P12,Flipping,1,3,0
P12,Flipping,1,3,0
P12,Flipping,1,3,0
P12,Flipping,1,0,0
P12,Flipping,1,0,0
P12,Flipping,1,0,0
P12,Flipping,1,0,0
P12,Flipping,1,0,0
P12,Flipping,1,0,0
P12,Flipping,1,1,0
P12,Flipping,1,1,0
P12,Flipping,1,1,0
P12,RuntimeBar,3,2,0
P12,RuntimeBar,3,0,0
P12,RuntimeBar,3,2,0
P12,RuntimeBar,3,3,0
P12,RuntimeBar,3,2,0
P12,RuntimeBar,3,3,0
P12,RuntimeBar,3,0,0
P12,RuntimeBar,3,0,0
P12,RuntimeBar,3,0,0
P12,RuntimeBar,3,1,0
P12,RuntimeBar,3,1,0
P12,RuntimeBar,3,1,0
P12,RuntimeBar,3,1,0
P12,RuntimeBar,3,1,0
P12,RuntimeBar,3,1,0
P12,RuntimeBar,3,3,0
P12,RuntimeBar,3,3,0
P12,RuntimeBar,3,3,0
