Reading,xRead,yRead,zRead,xAng,yAng,zAng,x,y,z
1,515,505,427,0,-8,-69,186.61,180,270
2,515,506,428,0,-8,-69,186.61,180,270
3,514,505,427,-1,-8,-69,186.61,180.83,262.88
4,514,505,428,-1,-8,-69,186.61,180.83,262.88
5,514,506,428,-1,-8,-69,186.61,180.83,262.88
6,514,506,427,-1,-8,-69,186.61,180.83,262.88
7,514,506,427,-1,-8,-69,186.61,180.83,262.88
8,514,506,427,-1,-8,-69,186.61,180.83,262.88
9,514,506,427,-1,-8,-69,186.61,180.83,262.88
10,514,506,428,-1,-8,-69,186.61,180.83,262.88
11,514,505,427,-1,-8,-69,186.61,180.83,262.88
12,514,505,427,-1,-8,-69,186.61,180.83,262.88
13,514,505,427,-1,-8,-69,186.61,180.83,262.88
14,514,506,427,-1,-8,-69,186.61,180.83,262.88
15,514,505,428,-1,-8,-69,186.61,180.83,262.88
16,514,505,426,-1,-8,-70,186.52,180.82,262.88
17,514,505,427,-1,-8,-69,186.61,180.83,262.88
18,514,505,427,-1,-8,-69,186.61,180.83,262.88
19,514,505,427,-1,-8,-69,186.61,180.83,262.88
20,514,505,427,-1,-8,-69,186.61,180.83,262.88
21,515,505,426,0,-8,-70,186.52,180,270
22,514,505,427,-1,-8,-69,186.61,180.83,262.88
23,514,505,426,-1,-8,-70,186.52,180.82,262.88
24,514,505,427,-1,-8,-69,186.61,180.83,262.88
25,514,505,426,-1,-8,-70,186.52,180.82,262.88
26,514,505,426,-1,-8,-70,186.52,180.82,262.88
27,514,505,426,-1,-8,-70,186.52,180.82,262.88
28,514,505,426,-1,-8,-70,186.52,180.82,262.88
29,514,505,426,-1,-8,-70,186.52,180.82,262.88
30,514,505,426,-1,-8,-70,186.52,180.82,262.88
31,514,505,426,-1,-8,-70,186.52,180.82,262.88
32,514,505,426,-1,-8,-70,186.52,180.82,262.88
33,514,505,427,-1,-8,-69,186.61,180.83,262.88
34,514,505,427,-1,-8,-69,186.61,180.83,262.88
35,514,505,427,-1,-8,-69,186.61,180.83,262.88
36,514,506,427,-1,-8,-69,186.61,180.83,262.88
37,515,505,427,0,-8,-69,186.61,180,270
38,514,505,427,-1,-8,-69,186.61,180.83,262.88
39,514,505,427,-1,-8,-69,186.61,180.83,262.88
40,515,506,427,0,-8,-69,186.61,180,270
41,515,505,427,0,-8,-69,186.61,180,270
42,515,505,427,0,-8,-69,186.61,180,270
43,515,506,428,0,-8,-69,186.61,180,270
44,515,505,428,0,-8,-69,186.61,180,270
45,515,505,427,0,-8,-69,186.61,180,270
46,515,506,427,0,-8,-69,186.61,180,270
47,515,505,427,0,-8,-69,186.61,180,270
48,514,505,427,-1,-8,-69,186.61,180.83,262.88
49,514,505,427,-1,-8,-69,186.61,180.83,262.88
50,514,505,427,-1,-8,-69,186.61,180.83,262.88
51,514,505,427,-1,-8,-69,186.61,180.83,262.88
52,514,505,427,-1,-8,-69,186.61,180.83,262.88
53,514,505,426,-1,-8,-70,186.52,180.82,262.88
54,514,505,426,-1,-8,-70,186.52,180.82,262.88
55,514,505,426,-1,-8,-70,186.52,180.82,262.88
56,515,505,426,0,-8,-70,186.52,180,270
57,515,505,427,0,-8,-69,186.61,180,270
58,514,506,426,-1,-8,-70,186.52,180.82,262.88
59,514,505,427,-1,-8,-69,186.61,180.83,262.88
60,515,505,427,0,-8,-69,186.61,180,270
61,514,505,427,-1,-8,-69,186.61,180.83,262.88
62,514,505,427,-1,-8,-69,186.61,180.83,262.88
63,514,505,427,-1,-8,-69,186.61,180.83,262.88
64,515,506,428,0,-8,-69,186.61,180,270
65,514,505,427,-1,-,-69,186.61,180.83,262.88
66,514,506,427,-1,-8,-69,186.61,180.83,262.88
67,514,506,428,-1,-8,-69,186.61,180.83,262.88
68,514,506,428,-1,-8,-69,186.61,180.83,262.88
69,514,506,428,-1,-8,-69,186.61,180.83,262.88
70,513,505,428,-2,-8,-69,186.61,181.66,255.96
71,514,506,427,-1,-8,-69,186.61,180.83,262.88
72,514,505,428,-1,-8,-69,186.61,180.83,262.88
73,513,505,427,-2,-8,-69,186.61,181.66,255.96
74,513,506,427,-2,-8,-69,186.61,181.66,255.96
75,514,505,427,-1,-8,-69,186.61,180.83,262.88
76,514,505,427,-1,-8,-69,186.61,180.83,262.88
77,514,505,427,-1,-8,-69,186.61,180.83,262.88
78,514,505,427,-1,-8,-69,186.61,180.83,262.88
79,514,505,427,-1,-8,-69,186.61,180.83,262.88
80,514,505,426,-1,-8,-70,186.52,180.82,262.88
81,515,505,426,0,-8,-70,186.52,180,270
82,515,505,426,0,-8,-70,186.52,180,270
83,515,505,426,0,-8,-70,186.52,180,270
84,515,505,426,0,-8,-70,186.52,180,270
85,515,505,426,0,-8,-70,186.52,180,270
86,515,505,426,0,-8,-70,186.52,180,270
87,514,505,426,-1,-8,-70,186.52,180.82,262.88
88,515,505,426,0,-8,-70,186.52,180,270
89,515,505,426,0,-8,-70,186.52,180,270
90,515,506,426,0,-8,-70,186.52,180,270
91,515,505,426,0,-8,-70,186.52,180,270
92,514,506,426,-1,-8,-70,186.52,180.82,262.88
93,514,505,427,-1,-8,-69,186.61,180.83,262.88
94,515,505,426,0,-8,-70,186.52,180,270
95,515,506,427,0,-8,-69,186.61,180,270
96,515,505,427,0,-8,-69,186.61,180,270
97,515,506,427,0,-8,-69,186.61,180,270
98,515,506,427,0,-8,-69,186.61,180,270
99,515,506,427,0,-8,-69,186.61,180,270
100,515,506,427,0,-8,-69,186.61,180,270
101,515,505,427,0,-8,-69,186.61,180,270
102,515,505,427,0,-8,-69,186.61,180,270
103,514,505,427,-1,-8,-69,186.61,180.83,262.88
104,514,506,428,-1,-8,-69,186.61,180.83,262.88
105,514,506,428,-1,-8,-69,186.61,180.83,262.88
106,514,506,427,-1,-8,-69,186.61,180.83,262.88
107,514,505,427,-1,-8,-69,186.61,180.83,262.88
108,514,505,427,-1,-8,-69,186.61,180.83,262.88
109,514,505,427,-1,-8,-69,186.61,180.83,262.88
110,514,506,427,-1,-8,-69,186.61,180.83,262.88
111,514,506,427,-1,-8,-69,186.61,180.83,262.88
112,514,506,427,-1,-8,-69,186.61,180.83,262.88
113,514,505,427,-1,-8,-69,186.61,180.83,262.88
114,514,505,427,-1,-8,-69,186.61,180.83,262.88
115,514,506,427,-1,-8,-69,186.61,180.83,262.88
116,514,505,427,-1,-8,-69,186.61,180.83,262.88
117,514,506,427,-1,-8,-69,186.61,180.83,262.88
118,514,505,427,-1,-8,-69,186.61,180.83,262.88
119,514,505,427,-1,-8,-69,186.61,180.83,262.88
120,514,505,427,-1,-8,-69,186.61,180.83,262.88
121,514,505,427,-1,-8,-69,186.61,180.83,262.88
122,514,505,427,-1,-8,-69,186.61,180.83,262.88
123,513,505,427,-2,-8,-69,186.61,181.66,255.96
124,514,505,427,-1,-8,-69,186.61,180.83,262.88
125,514,506,427,-1,-8,-69,186.61,180.83,262.88
126,513,505,427,-2,-8,-69,186.61,181.66,255.96
127,514,505,427,-1,-8,-69,186.61,180.83,262.88
128,514,505,427,-1,-8,-69,186.61,180.83,262.88
129,514,505,427,-1,-8,-69,186.61,180.83,262.88
130,514,505,427,-1,-8,-69,186.61,180.83,262.88
131,515,505,427,0,-8,-69,186.61,180,270
132,514,505,427,-1,-8,-69,186.61,180.83,262.88
133,514,505,427,-1,-8,-69,186.61,180.83,262.88
134,515,505,427,0,-8,-69,186.61,180,270
135,514,505,427,-1,-8,-69,186.61,180.83,262.88
136,514,505,426,-1,-8,-70,186.52,180.82,262.88
137,514,505,427,-1,-8,-69,186.61,180.83,262.88
138,514,505,426,-1,-8,-70,186.52,180.82,262.88
139,515,505,427,0,-8,-69,186.61,180,270
140,514,505,426,-1,-8,-70,186.52,180.82,262.88
141,515,506,426,0,-8,-70,186.52,180,270
142,514,506,426,-1,-8,-70,186.52,180.82,262.88
143,514,505,426,-1,-8,-70,186.52,180.82,262.88
144,515,505,426,0,-8,-70,186.52,180,270
145,515,505,426,0,-8,-70,186.52,180,270
146,515,505,426,0,-8,-70,186.52,180,270
147,515,506,426,0,-8,-70,186.52,180,270
148,515,506,427,0,-8,-69,186.61,180,270
149,515,506,427,0,-8,-69,186.61,180,270
150,515,506,427,0,-8,-69,186.61,180,270
151,515,506,427,0,-8,-69,186.61,180,270
152,515,506,427,0,-8,-69,186.61,180,270
153,514,506,427,-1,-8,-69,186.61,180.83,262.88
154,515,506,427,0,-8,-69,186.61,180,270
155,515,506,427,0,-8,-69,186.61,180,270
156,515,506,427,0,-8,-69,186.61,180,270
157,515,506,427,0,-8,-69,186.61,180,270
158,514,506,427,-1,-8,-69,186.61,180.83,262.88
159,514,505,427,-1,-8,-69,186.61,180.83,262.88
160,514,506,427,-1,-8,-69,186.61,180.83,262.88
161,514,506,428,-1,-8,-69,186.61,180.83,262.88
162,514,506,427,-1,-8,-69,186.61,180.83,262.88
163,514,506,428,-1,-8,-69,186.61,180.83,262.88
164,514,505,428,-1,-8,-69,186.61,180.83,262.88
165,514,505,428,-1,-8,-69,186.61,180.83,262.88
166,514,505,428,-1,-8,-69,186.61,180.83,262.88
167,514,505,428,-1,-8,-69,186.61,180.83,262.88
168,513,505,428,-2,-8,-69,186.61,181.66,255.96
169,514,505,428,-1,-8,-69,186.61,180.83,262.88
170,514,506,428,-1,-8,-69,186.61,180.83,262.88
171,514,505,428,-1,-8,-69,186.61,180.83,262.88
172,514,505,428,-1,-8,-69,186.61,180.83,262.88
173,514,505,427,-1,-8,-69,186.61,180.83,262.88
174,514,505,427,-1,-8,-69,186.61,180.83,262.88
175,514,505,427,-1,-8,-69,186.61,180.83,262.88
176,515,505,427,0,-8,-69,186.61,180,270
177,514,505,427,-1,-8,-69,186.61,180.83,262.88
178,515,505,426,0,-8,-70,186.52,180,270
179,515,505,427,0,-8,-69,186.61,180,270
180,514,505,427,-1,-8,-69,186.61,180.83,262.88
181,515,505,426,0,-8,-70,186.52,180,270
182,515,505,427,0,-8,-69,186.61,180,270
183,515,505,426,0,-8,-70,186.52,180,270
184,515,505,426,0,-8,-70,186.52,180,270
185,514,505,426,-1,-8,-70,186.52,180.82,262.88
186,514,505,426,-1,-8,-70,186.52,180.82,262.88
187,515,506,426,0,-8,-70,186.52,180,270
188,514,506,426,-1,-8,-70,186.52,180.82,262.88
189,514,505,427,-1,-8,-69,186.61,180.83,262.88
190,515,505,426,0,-8,-70,186.52,180,270
191,514,506,426,-1,-8,-70,186.52,180.82,262.88
192,514,506,427,-1,-8,-69,186.61,180.83,262.88
193,514,505,427,-1,-8,-69,186.61,180.83,262.88
194,514,505,427,-1,-8,-69,186.61,180.83,262.88
195,514,506,427,-1,-8,-69,186.61,180.83,262.88
196,515,506,428,0,-8,-69,186.61,180,270
197,515,505,428,0,-8,-69,186.61,180,270
198,515,505,428,0,-8,-69,186.61,180,270
199,515,505,428,0,-8,-69,186.61,180,270
200,515,506,428,0,-8,-69,186.61,180,270
201,515,506,428,0,-8,-69,186.61,180,270
202,515,506,428,0,-8,-69,186.61,180,270
203,515,506,428,0,-8,-69,186.61,180,270
204,515,505,427,0,-8,-69,186.61,180,270
205,515,506,427,0,-8,-69,186.61,180,270
206,515,506,427,0,-8,-69,186.61,180,270
207,515,505,427,0,-8,-69,186.61,180,270
208,515,506,426,0,-8,-70,186.52,180,270
209,515,505,426,0,-8,-70,186.52,180,270
210,514,506,426,-1,-8,-70,186.52,180.82,262.88
211,515,506,426,0,-8,-70,186.52,180,270
212,514,505,426,-1,-8,-70,186.52,180.82,262.88
213,514,505,426,-1,-8,-70,186.52,180.82,262.88
214,514,505,426,-1,-8,-70,186.52,180.82,262.88
215,514,505,426,-1,-8,-70,186.52,180.82,262.88
216,514,505,426,-1,-8,-70,186.52,180.82,262.88
217,514,505,426,-1,-8,-70,186.52,180.82,262.88
218,514,505,426,-1,-8,-70,186.52,180.82,262.88
219,514,505,427,-1,-8,-69,186.61,180.83,262.88
220,514,505,427,-1,-8,-69,186.61,180.83,262.88
221,514,505,427,-1,-8,-69,186.61,180.83,262.88
222,514,505,427,-1,-8,-69,186.61,180.83,262.88
223,514,505,428,-1,-8,-69,186.61,180.83,262.88
224,514,505,428,-1,-8,-69,186.61,180.83,262.88
225,514,505,429,-1,-8,-68,186.71,180.84,262.88
226,514,505,429,-1,-8,-68,186.71,180.84,262.88
227,514,505,428,-1,-8,-69,186.61,180.83,262.88
228,514,505,429,-1,-8,-68,186.71,180.84,262.88
229,514,505,428,-1,-8,-69,186.61,180.83,262.88
230,514,506,428,-1,-8,-69,186.61,180.83,262.88
231,514,505,428,-1,-8,-69,186.61,180.83,262.88
232,514,505,427,-1,-8,-69,186.61,180.83,262.88
233,515,505,428,0,-8,-69,186.61,180,270
234,515,505,427,0,-8,-69,186.61,180,270
235,515,506,427,0,-8,-69,186.61,180,270
236,514,505,427,-1,-8,-69,186.61,180.83,262.88
237,515,505,426,0,-8,-70,186.52,180,270
238,515,505,426,0,-8,-70,186.52,180,270
239,515,505,426,0,-8,-70,186.52,180,270
240,515,505,426,0,-8,-70,186.52,180,270
241,515,505,425,0,-8,-71,186.43,180,270
242,514,505,425,-1,-8,-71,186.43,180.81,262.88
243,515,505,425,0,-8,-71,186.43,180,270
244,515,505,425,0,-8,-71,186.43,180,270
245,514,505,425,-1,-8,-71,186.43,180.81,262.88
246,514,505,426,-1,-8,-70,186.52,180.82,262.88
247,514,505,426,-1,-8,-70,186.52,180.82,262.88
248,514,505,426,-1,-8,-70,186.52,180.82,262.88
249,515,505,426,0,-8,-70,186.52,180,270
250,514,505,426,-1,-8,-70,186.52,180.82,262.88
251,514,505,427,-1,-8,-69,186.61,180.83,262.88
252,514,505,426,-1,-8,-70,186.52,180.82,262.88
253,514,505,427,-1,-8,-69,186.61,180.83,262.88
254,514,505,427,-1,-8,-69,186.61,180.83,262.88
255,514,506,427,-1,-8,-69,186.61,180.83,262.88
256,514,506,427,-1,-8,-69,186.61,180.83,262.88
257,514,506,428,-1,-8,-69,186.61,180.83,262.88
258,513,506,428,-2,-8,-69,186.61,181.66,255.96
259,513,506,427,-2,-8,-69,186.61,181.66,255.96
260,513,506,427,-2,-8,-69,186.61,181.66,255.96
261,514,506,428,-1,-8,-69,186.61,180.83,262.88
262,513,506,429,-2,-8,-68,186.71,181.68,255.96
263,513,505,429,-2,-8,-68,186.71,181.68,255.96
264,514,506,428,-1,-8,-69,186.61,180.83,262.88
265,514,506,428,-1,-8,-69,186.61,180.83,262.88
266,514,505,428,-1,-8,-69,186.61,180.83,262.88
267,514,505,429,-1,-8,-68,186.71,180.84,262.88
268,514,505,428,-1,-8,-69,186.61,180.83,262.88
269,514,505,427,-1,-8,-69,186.61,180.83,262.88
270,514,505,427,-1,-8,-69,186.61,180.83,262.88
271,514,505,427,-1,-8,-69,186.61,180.83,262.88
272,514,505,427,-1,-8,-69,186.61,180.83,262.88
273,514,505,427,-1,-8,-69,186.61,180.83,262.88
274,514,505,426,-1,-8,-70,186.52,180.82,262.88
275,514,505,426,-1,-8,-70,186.52,180.82,262.88
276,514,505,426,-1,-8,-70,186.52,180.82,262.88
277,514,505,426,-1,-8,-70,186.52,180.82,262.88
278,514,504,426,-1,-9,-70,187.33,180.82,263.66
279,514,505,426,-1,-8,-70,186.52,180.82,262.88
280,514,505,426,-1,-8,-70,186.52,180.82,262.88
281,514,505,426,-1,-8,-70,186.52,180.82,262.88
282,514,505,426,-1,-8,-70,186.52,180.82,262.88
283,514,505,426,-1,-8,-70,186.52,180.82,262.88
284,514,505,426,-1,-8,-70,186.52,180.82,262.88
285,514,506,427,-1,-8,-69,186.61,180.83,262.88
286,514,505,427,-1,-8,-69,186.61,180.83,262.88
287,514,505,427,-1,-8,-69,186.61,180.83,262.88
288,514,505,427,-1,-8,-69,186.61,180.83,262.88
289,514,505,427,-1,-8,-69,186.61,180.83,262.88
290,514,506,428,-1,-8,-69,186.61,180.83,262.88
291,514,505,428,-1,-8,-69,186.61,180.83,262.88
292,514,505,428,-1,-8,-69,186.61,180.83,262.88
293,514,505,428,-1,-8,-69,186.61,180.83,262.88
294,514,506,427,-1,-8,-69,186.61,180.83,262.88
295,514,505,428,-1,-8,-69,186.61,180.83,262.88
296,514,506,428,-1,-8,-69,186.61,180.83,262.88
297,514,505,427,-1,-8,-69,186.61,180.83,262.88
298,514,505,427,-1,-8,-69,186.61,180.83,262.88
299,514,505,427,-1,-8,-69,186.61,180.83,262.88
300,514,505,427,-1,-8,-69,186.61,180.83,262.88
301,514,505,427,-1,-8,-69,186.61,180.83,262.88
302,514,505,427,-1,-8,-69,186.61,180.83,262.88
303,513,505,427,-2,-8,-69,186.61,181.66,255.96
304,514,505,426,-1,-8,-70,186.52,180.82,262.88
305,514,505,426,-1,-8,-70,186.52,180.82,262.88
306,514,505,426,-1,-8,-70,186.52,180.82,262.88
307,513,505,426,-2,-8,-70,186.52,181.64,255.96
308,513,505,426,-2,-8,-70,186.52,181.64,255.96
309,514,505,426,-1,-8,-70,186.52,180.82,262.88
310,514,505,427,-1,-8,-69,186.61,180.83,262.88
311,513,505,427,-2,-8,-69,186.61,181.66,255.96
312,513,505,427,-2,-8,-69,186.61,181.66,255.96
313,513,505,427,-2,-8,-69,186.61,181.66,255.96
314,513,505,427,-2,-8,-69,186.61,181.66,255.96
315,513,505,428,-2,-8,-69,186.61,181.66,255.96
316,513,505,428,-2,-8,-69,186.61,181.66,255.96
317,512,505,428,-3,-8,-69,186.61,182.49,249.44
318,512,505,428,-3,-8,-69,186.61,182.49,249.44
319,512,505,428,-3,-8,-69,186.61,182.49,249.44
320,511,505,428,-4,-8,-69,186.61,183.32,243.43
321,512,505,429,-3,-8,-68,186.71,182.53,249.44
322,512,504,429,-3,-9,-68,187.54,182.53,251.57
323,512,505,428,-3,-8,-69,186.61,182.49,249.44
324,512,505,428,-3,-8,-69,186.61,182.49,249.44
325,513,505,428,-2,-8,-69,186.61,181.66,255.96
326,512,505,428,-3,-8,-69,186.61,182.49,249.44
327,513,504,427,-2,-9,-69,187.43,181.66,257.47
328,513,504,427,-2,-9,-69,187.43,181.66,257.47
329,513,504,427,-2,-9,-69,187.43,181.66,257.47
330,513,504,427,-2,-9,-69,187.43,181.66,257.47
331,512,504,426,-3,-9,-70,187.33,182.45,251.57
332,512,504,426,-3,-9,-70,187.33,182.45,251.57
333,513,504,426,-2,-9,-70,187.33,181.64,257.47
334,512,504,426,-3,-9,-70,187.33,182.45,251.57
335,512,504,426,-3,-9,-70,187.33,182.45,251.57
336,512,504,426,-3,-9,-70,187.33,182.45,251.57
337,512,504,426,-3,-9,-70,187.33,182.45,251.57
338,512,504,426,-3,-9,-70,187.33,182.45,251.57
339,512,504,426,-3,-9,-70,187.33,182.45,251.57
340,513,504,426,-2,-9,-70,187.33,181.64,257.47
341,512,504,427,-3,-9,-69,187.43,182.49,251.57
342,513,504,426,-2,-9,-70,187.33,181.64,257.47
343,513,504,426,-2,-9,-70,187.33,181.64,257.47
344,513,504,426,-2,-9,-70,187.33,181.64,257.47
345,513,505,427,-2,-8,-69,186.61,181.66,255.96
346,513,505,426,-2,-8,-70,186.52,181.64,255.96
347,513,505,426,-2,-8,-70,186.52,181.64,255.96
348,513,505,427,-2,-8,-69,186.61,181.66,255.96
349,513,505,427,-2,-8,-69,186.61,181.66,255.96
350,513,505,426,-2,-8,-70,186.52,181.64,255.96
351,513,505,427,-2,-8,-69,186.61,181.66,255.96
352,514,505,427,-1,-8,-69,186.61,180.83,262.88
353,514,505,427,-1,-8,-69,186.61,180.83,262.88
354,514,505,427,-1,-8,-69,186.61,180.83,262.88
355,513,505,427,-2,-8,-69,186.61,181.66,255.96
356,513,505,427,-2,-8,-69,186.61,181.66,255.96
357,514,506,427,-1,-8,-69,186.61,180.83,262.88
358,513,505,427,-2,-8,-69,186.61,181.66,255.96
359,513,506,427,-2,-8,-69,186.61,181.66,255.96
360,513,505,427,-2,-8,-69,186.61,181.66,255.96
361,514,505,427,-1,-8,-69,186.61,180.83,262.88
362,513,506,427,-2,-8,-69,186.61,181.66,255.96
363,514,505,428,-1,-8,-69,186.61,180.83,262.88
364,513,505,427,-2,-8,-69,186.61,181.66,255.96
365,513,505,427,-2,-8,-69,186.61,181.66,255.96
366,513,505,427,-2,-8,-69,186.61,181.66,255.96
367,513,505,427,-2,-8,-69,186.61,181.66,255.96
368,512,505,427,-3,-8,-69,186.61,182.49,249.44
369,512,505,427,-3,-8,-69,186.61,182.49,249.44
370,512,505,427,-3,-8,-69,186.61,182.49,249.44
371,512,505,427,-3,-8,-69,186.61,182.49,249.44
372,512,505,428,-3,-8,-69,186.61,182.49,249.44
373,512,505,428,-3,-8,-69,186.61,182.49,249.44
374,512,504,428,-3,-9,-69,187.43,182.49,251.57
375,513,505,427,-2,-8,-69,186.61,181.66,255.96
376,513,505,427,-2,-8,-69,186.61,181.66,255.96
377,513,505,427,-2,-8,-69,186.61,181.66,255.96
378,513,505,428,-2,-8,-69,186.61,181.66,255.96
379,513,505,427,-2,-8,-69,186.61,181.66,255.96
380,513,505,427,-2,-8,-69,186.61,181.66,255.96
381,513,505,427,-2,-8,-69,186.61,181.66,255.96
382,513,505,427,-2,-8,-69,186.61,181.66,255.96
383,513,505,427,-2,-8,-69,186.61,181.66,255.96
384,513,505,427,-2,-8,-69,186.61,181.66,255.96
385,513,505,427,-2,-8,-69,186.61,181.66,255.96
386,513,505,427,-2,-8,-69,186.61,181.66,255.96
387,513,505,427,-2,-8,-69,186.61,181.66,255.96
388,513,505,427,-2,-8,-69,186.61,181.66,255.96
389,513,505,427,-2,-8,-69,186.61,181.66,255.96
390,513,505,426,-2,-8,-70,186.52,181.64,255.96
391,513,505,426,-2,-8,-70,186.52,181.64,255.96
392,513,505,426,-2,-8,-70,186.52,181.64,255.96
393,513,505,426,-2,-8,-70,186.52,181.64,255.96
394,513,505,426,-2,-8,-70,186.52,181.64,255.96
395,513,505,426,-2,-8,-70,186.52,181.64,255.96
396,513,505,426,-2,-8,-70,186.52,181.64,255.96
397,513,505,427,-2,-8,-69,186.61,181.66,255.96
398,513,505,426,-2,-8,-70,186.52,181.64,255.96
399,513,505,427,-2,-8,-69,186.61,181.66,255.96
400,513,505,427,-2,-8,-69,186.61,181.66,255.96
401,513,505,427,-2,-8,-69,186.61,181.66,255.96
402,513,504,427,-2,-9,-69,187.43,181.66,257.47
403,513,505,427,-2,-8,-69,186.61,181.66,255.96
404,513,504,427,-2,-9,-69,187.43,181.66,257.47
405,513,505,428,-2,-8,-69,186.61,181.66,255.96
406,513,505,427,-2,-8,-69,186.61,181.66,255.96
407,513,505,427,-2,-8,-69,186.61,181.66,255.96
408,513,505,427,-2,-8,-69,186.61,181.66,255.96
409,513,505,427,-2,-8,-69,186.61,181.66,255.96
410,513,505,427,-2,-8,-69,186.61,181.66,255.96
411,513,505,427,-2,-8,-69,186.61,181.66,255.96
412,513,505,427,-2,-8,-69,186.61,181.66,255.96
413,513,505,426,-2,-8,-70,186.52,181.64,255.96
414,513,505,426,-2,-8,-70,186.52,181.64,255.96
415,513,505,426,-2,-8,-70,186.52,181.64,255.96
416,513,505,426,-2,-8,-70,186.52,181.64,255.96
417,513,505,426,-2,-8,-70,186.52,181.64,255.96
418,513,505,427,-2,-8,-69,186.61,181.66,255.96
419,513,505,427,-2,-8,-69,186.61,181.66,255.96
420,513,505,427,-2,-8,-69,186.61,181.66,255.96
421,513,505,427,-2,-8,-69,186.61,181.66,255.96
422,513,505,428,-2,-8,-69,186.61,181.66,255.96
423,513,505,428,-2,-8,-69,186.61,181.66,255.96
424,513,505,428,-2,-8,-69,186.61,181.66,255.96
425,513,505,428,-2,-8,-69,186.61,181.66,255.96
426,513,504,428,-2,-9,-69,187.43,181.66,257.47
427,513,504,428,-2,-9,-69,187.43,181.66,257.47
428,513,504,428,-2,-9,-69,187.43,181.66,257.47
429,513,504,428,-2,-9,-69,187.43,181.66,257.47
430,513,504,428,-2,-9,-69,187.43,181.66,257.47
431,513,504,428,-2,-9,-69,187.43,181.66,257.47
432,513,504,428,-2,-9,-69,187.43,181.66,257.47
433,513,504,428,-2,-9,-69,187.43,181.66,257.47
434,512,504,428,-3,-9,-69,187.43,182.49,251.57
435,512,504,427,-3,-9,-69,187.43,182.49,251.57
436,512,504,427,-3,-9,-69,187.43,182.49,251.57
437,512,504,427,-3,-9,-69,187.43,182.49,251.57
438,512,504,427,-3,-9,-69,187.43,182.49,251.57
439,512,504,427,-3,-9,-69,187.43,182.49,251.57
440,512,504,426,-3,-9,-70,187.33,182.45,251.57
441,513,504,426,-2,-9,-70,187.33,181.64,257.47
442,513,504,426,-2,-9,-70,187.33,181.64,257.47
443,513,504,426,-2,-9,-70,187.33,181.64,257.47
444,513,504,426,-2,-9,-70,187.33,181.64,257.47
445,513,504,426,-2,-9,-70,187.33,181.64,257.47
446,514,505,425,-1,-8,-71,186.43,180.81,262.88
447,514,505,426,-1,-8,-70,186.52,180.82,262.88
448,514,505,426,-1,-8,-70,186.52,180.82,262.88
449,514,505,426,-1,-8,-70,186.52,180.82,262.88
450,514,505,426,-1,-8,-70,186.52,180.82,262.88
451,514,505,426,-1,-8,-70,186.52,180.82,262.88
452,514,504,426,-1,-9,-70,187.33,180.82,263.66
453,514,505,426,-1,-8,-70,186.52,180.82,262.88
454,514,505,426,-1,-8,-70,186.52,180.82,262.88
455,514,505,426,-1,-8,-70,186.52,180.82,262.88
456,514,505,426,-1,-8,-70,186.52,180.82,262.88
457,515,505,426,0,-8,-70,186.52,180,270
458,514,505,426,-1,-8,-70,186.52,180.82,262.88
459,514,505,426,-1,-8,-70,186.52,180.82,262.88
460,514,505,426,-1,-8,-70,186.52,180.82,262.88
461,514,505,426,-1,-8,-70,186.52,180.82,262.88
462,514,505,427,-1,-8,-69,186.61,180.83,262.88
463,513,505,427,-2,-8,-69,186.61,181.66,255.96
464,513,505,427,-2,-8,-69,186.61,181.66,255.96
465,514,505,427,-1,-8,-69,186.61,180.83,262.88
466,514,505,428,-1,-8,-69,186.61,180.83,262.88
467,514,504,428,-1,-9,-69,187.43,180.83,263.66
468,513,504,428,-2,-9,-69,187.43,181.66,257.47
469,514,504,428,-1,-9,-69,187.43,180.83,263.66
470,513,504,427,-2,-9,-69,187.43,181.66,257.47
471,513,504,427,-2,-9,-69,187.43,181.66,257.47
472,513,504,428,-2,-9,-69,187.43,181.66,257.47
473,513,504,427,-2,-9,-69,187.43,181.66,257.47
474,513,504,427,-2,-9,-69,187.43,181.66,257.47
475,512,504,427,-3,-9,-69,187.43,182.49,251.57
477,512,504,427,-3,-9,-69,187.43,182.49,251.57
478,511,504,427,-4,-9,-69,187.43,183.32,246.04
479,512,504,426,-3,-9,-70,187.33,182.45,251.57
480,512,504,427,-3,-9,-69,187.43,182.49,251.57
481,512,504,426,-3,-9,-70,187.33,182.45,251.57
482,512,504,426,-3,-9,-70,187.33,182.45,251.57
483,512,504,425,-3,-9,-71,187.22,182.42,251.57
484,512,504,426,-3,-9,-70,187.33,182.45,251.57
485,512,504,426,-3,-9,-70,187.33,182.45,251.57
486,512,504,427,-3,-9,-69,187.43,182.49,251.57
487,512,504,426,-3,-9,-70,187.33,182.45,251.57
488,512,504,426,-3,-9,-70,187.33,182.45,251.57
489,513,505,426,-2,-8,-70,186.52,181.64,255.96
490,513,504,427,-2,-9,-69,187.43,181.66,257.47
491,513,505,427,-2,-8,-69,186.61,181.66,255.96
492,513,505,427,-2,-8,-69,186.61,181.66,255.96
493,513,505,427,-2,-8,-69,186.61,181.66,255.96
494,513,505,427,-2,-8,-69,186.61,181.66,255.96
495,513,505,427,-2,-8,-69,186.61,181.66,255.96
496,513,505,428,-2,-8,-69,186.61,181.66,255.96
497,513,505,428,-2,-8,-69,186.61,181.66,255.96
